///////////////////////////////////////////////////////////////////////////////////////////////																								
//	[ Text  Version ]	0.0.0.1																						
//	[File Name]	4ThTreeData.txt																						
//	[서버/클라]	서버 클라 공통 스크립트																						
//	[ 최종 작업자 ]	사재일																						
//	[ 최종 작업일 ]	Season12 P.1 2017년 6월 30일																						
//	[ 작 업 내 용 ]	시즌 업데이트 스크립틍																						
///////////////////////////////////////////////////////////////////////////////////////////////																								
// class : 0 - 흑마법사 , 1 - 흑기사 , 2 - 요정 , 3 - 마검사 , 4 - 다크로드 , 5 - 소환술사 , 6 - 레이지파이터 , 7 - 그로우랜서																								
// Line No :  등록 라인 설정 (세로)																								
// row no : 등록 열 설정 (가로)																								
// Skill ID : Skill 스크립트에서 불러들일 스킬,(디)버프 등																								
// FormulaData Index : formulaData 스크립트에서 불러들일 스킬 강화 공식 인덱스 등록																								
// ParentSkill(1) : 일반스킬습득, 3차 마스터스킬트리 선행 조건 설정																								
// ParentSkill(2) : 4차 스킬강화트리  선행조건 설정																								
// ParentSkill(3) : 4차 스킬강화트리  선행조건 설정																								
// NeedPoint : 강화하기 위한 최소 필요포인트																								
// maxpoint : 최대 강화 가능 포인트 설정																								
																								
//Class 흑마법사																								
0																								
//Line No	Skill group (Page)	UI Group	둘중하나선택(임시)	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	Link Slot 2	Link Slot 3	Link Slot 4	Link Slot 5	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)			
13	1	0	9	1033	-1	4	79	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결지속시간증가(1)"	
22	1	0	10	1041	-1	4	87	23	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결업그레이드(동결)(1)"	
23	1	0	11	1037	-1	4	83	24	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"동결효과증가(1)"	
24	1	0	12	1045	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(1)"	
31	1	0	28	1024	-1	3	70	32	42	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독확률증가(1)"	
32	1	0	13	1028	-1	4	74	33	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독효과증가(1)"	
33	1	0	14	1032	-1	4	78	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독지속시간증가(1)"	
42	1	0	15	1040	-1	4	86	43	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독업그레이드(중독)(1)"	
43	1	0	16	1036	-1	4	82	44	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"중독효과증가(1)"	
44	1	0	17	1067	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(2)"	
51	1	1	18	1047	-1	4	92	-1	-1	-1	-1	-1	1	20	10	-1	-1	1025	10	-1	-1	//	"빙결확률추가증가(2)"	
52	1	1	19	1051	-1	4	96	-1	-1	-1	-1	-1	1	20	10	-1	-1	1029	10	-1	-1	//	"빙결효과추가증가(2)"	
53	1	1	20	1055	-1	4	100	-1	-1	-1	-1	-1	1	20	10	-1	-1	1033	10	-1	-1	//	"빙결지속시간추가증가(2)"	
54	1	1	21	1063	-1	4	108	-1	-1	-1	-1	-1	1	20	10	-1	-1	1041	10	-1	-1	//	"빙결업그레이드(동결)(2)"	
55	1	1	22	1059	-1	4	104	-1	-1	-1	-1	-1	1	20	10	-1	-1	1037	10	-1	-1	//	"동결효과추가증가(2)"	
61	1	1	23	1046	-1	4	91	-1	-1	-1	-1	-1	1	20	10	-1	-1	1024	10	-1	-1	//	"맹독확률추가증가(2)"	
62	1	1	24	1050	-1	4	95	-1	-1	-1	-1	-1	1	20	10	-1	-1	1028	10	-1	-1	//	"맹독효과추가증가(2)"	
63	1	1	25	1054	-1	4	99	-1	-1	-1	-1	-1	1	20	10	-1	-1	1032	10	-1	-1	//	"맹독지속시간추가증가(2)"	
64	1	1	26	1062	-1	4	107	-1	-1	-1	-1	-1	1	20	10	-1	-1	1040	10	-1	-1	//	"맹독업그레이드(중독)(2)"	
65	1	1	27	1058	-1	4	103	-1	-1	-1	-1	-1	1	20	10	-1	-1	1036	10	-1	-1	//	"중독효과추가증가(2)"	
20	1	3	29	-1	-1	-1	-1	11	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	// 		
//Line No	Skill group	UI Group	둘중하나선택(임시)	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	Link Slot 2	Link Slot 3	Link Slot 4	Link Slot 5	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)			
//3P																								
0	2	0	1	1102	-1	1	130	20	1	11	31	-1	1	20	10	729	-1	-1	-1	-1	-1	//	"파이어비스트 강화 스킬"	
1	2	0	2	1002	-1	2	45	2	-1	-1	-1	-1	15	15	10	-1	-1	-1	-1	-1	-1	//	"데미지개수증가+1"	
2	2	0	3	1007	-1	2	52	3	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"추가데미지확률증가"	
3	2	0	4	1019	-1	2	65	4	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"재사용시간제거"	
4	2	0	5	1009	-1	2	60	5	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"범위증가"	
5	2	0	6	1001	-1	2	44	6	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"스킬데미지증가"	
6	2	0	7	1021	-1	2	67	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"무기마력증가(%)"	
11	2	0	28	1024	-1	3	70	12	22	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독확률증가(1)"	
12	2	0	8	1028	-1	4	74	13	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독효과증가(1)"	
13	2	0	9	1032	-1	4	78	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독지속시간증가(1)"	
22	2	0	10	1040	-1	4	86	23	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독업그레이드(중독)(1)"	
23	2	0	11	1036	-1	4	82	24	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"중독효과증가(1)"	
24	2	0	12	1045	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(1)"	
31	2	0	28	1027	-1	3	73	32	42	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크확률증가(1)"	
32	2	0	13	1031	-1	4	77	33	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크효과증가(1)"	
33	2	0	14	1035	-1	4	81	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크지속시간증가(1)"	
42	2	0	15	1043	-1	4	89	43	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크업그레이드(스턴)(1)"	
43	2	0	16	1039	-1	4	85	44	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"스턴효과증가(1)"	
44	2	0	17	1067	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(2)"	
51	2	1	18	1046	-1	4	91	-1	-1	-1	-1	-1	1	20	10	-1	-1	1024	10	-1	-1	//	"맹독확률추가증가(2)"	
52	2	1	19	1050	-1	4	95	-1	-1	-1	-1	-1	1	20	10	-1	-1	1028	10	-1	-1	//	"맹독효과추가증가(2)"	
53	2	1	20	1054	-1	4	99	-1	-1	-1	-1	-1	1	20	10	-1	-1	1032	10	-1	-1	//	"맹독지속시간추가증가(2)"	
54	2	1	21	1062	-1	4	107	-1	-1	-1	-1	-1	1	20	10	-1	-1	1040	10	-1	-1	//	"맹독업그레이드(중독)(2)"	
55	2	1	22	1058	-1	4	103	-1	-1	-1	-1	-1	1	20	10	-1	-1	1036	10	-1	-1	//	"중독효과추가증가(2)"	
61	2	1	23	1049	-1	4	94	-1	-1	-1	-1	-1	1	20	10	-1	-1	1027	10	-1	-1	//	"쇼크확률추가증가(2)"	
62	2	1	24	1053	-1	4	98	-1	-1	-1	-1	-1	1	20	10	-1	-1	1031	10	-1	-1	//	"쇼크효과추가증가(2)"	
63	2	1	25	1057	-1	4	102	-1	-1	-1	-1	-1	1	20	10	-1	-1	1035	10	-1	-1	//	"쇼크지속시간추가증가(2)"	
64	2	1	26	1065	-1	4	110	-1	-1	-1	-1	-1	1	20	10	-1	-1	1043	10	-1	-1	//	"쇼크업그레이드(스턴)(2)"	
65	2	1	27	1061	-1	4	106	-1	-1	-1	-1	-1	10	10	10	-1	-1	1039	10	-1	-1	//	"스턴효과추가증가(2)"	
20	2	3	29	-1	-1	-1	-1	11	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	// 		
//Line No	Skill group	UI Group	둘중하나선택(임시)	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	Link Slot 2	Link Slot 3	Link Slot 4	Link Slot 5	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)			
//4P																								
0	3	2	0	1125	-1	1	139	1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"포이즌스톰"	
1	3	2	1	1129	-1	4	143	2	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"포이즌스톰 데미지 강화"	
2	3	2	2	1133	-1	4	147	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"포이즌스톰 효과강화"	
10	3	2	3	1126	-1	1	140	11	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"프로즌슬레어"	
11	3	2	4	1130	-1	4	144	12	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"프로즌슬레어 데미지 강화"	
12	3	2	5	1134	-1	4	148	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"프로즌슬레어 효과강화"	
20	3	2	6	1127	-1	1	141	21	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"블러딩히트"	
21	3	2	7	1131	-1	4	145	22	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"블러딩히트 데미지 강화"	
22	3	2	8	1135	-1	4	149	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"블러딩히트 효과강화"	
30	3	2	9	1128	-1	1	142	31	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"스턴붐"	
31	3	2	10	1132	-1	4	146	32	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"스턴붐 데미지 강화"	
32	3	2	11	1136	-1	4	150	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"스턴붐 효과강화"	
end																								
//Class 레이지파이터																								
6																								
//Line No	Skill group	UI Group	둘중하나선택(임시)	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	Link Slot 2	Link Slot 3	Link Slot 4	Link Slot 5	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)			
// 1P																								
0	0	0	1	1147	-1	1	134	20	1	11	31	-1	1	20	10	282	-1	-1	-1	-1	-1	//	"스피릿훅 강화스킬"	
1	0	0	2	1002	-1	2	45	2	-1	-1	-1	-1	15	15	10	-1	-1	-1	-1	-1	-1	//	"데미지개수증가+1"	
2	0	0	3	1007	-1	2	52	3	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"추가데미지확률증가"	
3	0	0	4	1008	-1	2	54	4	-1	-1	-1	-1	1	10	10	-1	-1	-1	-1	-1	-1	//	"공격속도증가"	
4	0	0	5	1009	-1	2	60	5	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"범위증가"	
5	0	0	6	1001	-1	2	44	6	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"스킬데미지증가"	
6	0	0	7	1020	-1	2	66	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"무기공격력증가(%)"	
11	0	0	28	1026	-1	3	72	12	22	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"출혈확률증가(1)"	
12	0	0	8	1030	-1	4	76	13	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"출혈효과증가(1)"	
13	0	0	9	1034	-1	4	80	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"출혈지속시간증가(1)"	
22	0	0	10	1042	-1	4	88	23	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"출혈업그레이드(과다출혈)(1)"	
23	0	0	11	1038	-1	4	84	24	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"과다출혈효과증가(1)"	
24	0	0	12	1045	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(1)"	
31	0	0	28	1027	-1	3	73	32	42	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크확률증가(1)"	
32	0	0	13	1031	-1	4	77	33	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크효과증가(1)"	
33	0	0	14	1035	-1	4	81	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크지속시간증가(1)"	
42	0	0	15	1043	-1	4	89	43	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"쇼크업그레이드(스턴)(1)"	
43	0	0	16	1039	-1	4	85	44	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"스턴효과증가(1)"	
44	0	0	17	1067	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(2)"	
51	0	1	18	1048	-1	4	93	-1	-1	-1	-1	-1	1	20	10	-1	-1	1026	10	-1	-1	//	"출혈확률추가증가(2)"	
52	0	1	19	1052	-1	4	97	-1	-1	-1	-1	-1	1	20	10	-1	-1	1030	10	-1	-1	//	"출혈효과추가증가(2)"	
53	0	1	20	1056	-1	4	101	-1	-1	-1	-1	-1	1	20	10	-1	-1	1034	10	-1	-1	//	"출혈지속시간추가증가(2)"	
54	0	1	21	1064	-1	4	109	-1	-1	-1	-1	-1	1	20	10	-1	-1	1042	10	-1	-1	//	"출혈업그레이드(과다출혈)(2)"	
55	0	1	22	1060	-1	4	105	-1	-1	-1	-1	-1	1	20	10	-1	-1	1038	10	-1	-1	//	"과다출혈효과추가증가(2)"	
61	0	1	23	1049	-1	4	94	-1	-1	-1	-1	-1	1	20	10	-1	-1	1027	10	-1	-1	//	"쇼크확률추가증가(2)"	
62	0	1	24	1053	-1	4	98	-1	-1	-1	-1	-1	1	20	10	-1	-1	1031	10	-1	-1	//	"쇼크효과추가증가(2)"	
63	0	1	25	1057	-1	4	102	-1	-1	-1	-1	-1	1	20	10	-1	-1	1035	10	-1	-1	//	"쇼크지속시간추가증가(2)"	
64	0	1	26	1065	-1	4	110	-1	-1	-1	-1	-1	1	20	10	-1	-1	1043	10	-1	-1	//	"쇼크업그레이드(스턴)(2)"	
65	0	1	27	1061	-1	4	106	-1	-1	-1	-1	-1	10	10	10	-1	-1	1039	10	-1	-1	//	"스턴효과추가증가(2)"	
20	0	3	29	-1	-1	-1	-1	11	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	// 		
//Line No	Skill group	UI Group	둘중하나선택(임시)	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	Link Slot 2	Link Slot 3	Link Slot 4	Link Slot 5	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)			
//2P																								
0	1	0	1	1113	-1	1	135	20	1	11	31	-1	1	20	10	563	10	-1	-1	-1	-1	//	"다크사이드 강화 스킬"	
1	1	0	2	1002	-1	2	45	2	-1	-1	-1	-1	15	15	10	-1	-1	-1	-1	-1	-1	//	"데미지개수증가+1"	
2	1	0	3	1007	-1	2	52	3	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"추가데미지확률증가"	
3	1	0	4	1009	-1	2	60	4	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"범위증가"	
4	1	0	5	1012	-1	2	63	5	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"타겟증가"	
5	1	0	6	1001	-1	2	44	6	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"스킬데미지증가"	
6	1	0	7	1020	-1	2	66	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"무기공격력증가(%)"	
11	1	0	28	1025	-1	3	71	12	22	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결확률증가(1)"	
12	1	0	8	1029	-1	4	75	13	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결효과증가(1)"	
13	1	0	9	1033	-1	4	79	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결지속시간증가(1)"	
22	1	0	10	1041	-1	4	87	23	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결업그레이드(동결)(1)"	
23	1	0	11	1037	-1	4	83	24	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"동결효과증가(1)"	
24	1	0	12	1045	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(1)"	
31	1	0	28	1024	-1	3	70	32	42	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독확률증가(1)"	
32	1	0	13	1028	-1	4	74	33	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독효과증가(1)"	
33	1	0	14	1032	-1	4	78	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독지속시간증가(1)"	
42	1	0	15	1040	-1	4	86	43	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독업그레이드(중독)(1)"	
43	1	0	16	1036	-1	4	82	44	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"중독효과증가(1)"	
44	1	0	17	1067	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(2)"	
51	1	1	18	1047	-1	4	92	-1	-1	-1	-1	-1	1	20	10	-1	-1	1025	10	-1	-1	//	"빙결확률추가증가(2)"	
52	1	1	19	1051	-1	4	96	-1	-1	-1	-1	-1	1	20	10	-1	-1	1029	10	-1	-1	//	"빙결효과추가증가(2)"	
53	1	1	20	1055	-1	4	100	-1	-1	-1	-1	-1	1	20	10	-1	-1	1033	10	-1	-1	//	"빙결지속시간추가증가(2)"	
54	1	1	21	1063	-1	4	108	-1	-1	-1	-1	-1	1	20	10	-1	-1	1041	10	-1	-1	//	"빙결업그레이드(동결)(2)"	
55	1	1	22	1059	-1	4	104	-1	-1	-1	-1	-1	1	20	10	-1	-1	1037	10	-1	-1	//	"동결효과추가증가(2)"	
61	1	1	23	1046	-1	4	91	-1	-1	-1	-1	-1	1	20	10	-1	-1	1024	10	-1	-1	//	"맹독확률추가증가(2)"	
62	1	1	24	1050	-1	4	95	-1	-1	-1	-1	-1	1	20	10	-1	-1	1028	10	-1	-1	//	"맹독효과추가증가(2)"	
63	1	1	25	1054	-1	4	99	-1	-1	-1	-1	-1	1	20	10	-1	-1	1032	10	-1	-1	//	"맹독지속시간추가증가(2)"	
64	1	1	26	1062	-1	4	107	-1	-1	-1	-1	-1	1	20	10	-1	-1	1040	10	-1	-1	//	"맹독업그레이드(중독)(2)"	
65	1	1	27	1058	-1	4	103	-1	-1	-1	-1	-1	1	20	10	-1	-1	1036	10	-1	-1	//	"중독효과추가증가(2)"	
20	1	3	29	-1	-1	-1	-1	11	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	// 		
//Line No	Skill group	UI Group	둘중하나선택(임시)	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	Link Slot 2	Link Slot 3	Link Slot 4	Link Slot 5	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)			
//3P																								
0	2	0	1	1111	-1	1	133	20	1	11	31	-1	1	20	10	560	10	-1	-1	-1	-1	//	"드래곤로어 강화 스킬"	
1	2	0	2	1003	-1	2	46	2	-1	-1	-1	-1	15	15	10	-1	-1	-1	-1	-1	-1	//	"데미지개수증가+2"	
2	2	0	3	1007	-1	2	51	3	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"추가데미지확률증가"	
3	2	0	4	1019	-1	2	65	4	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"재사용시간제거"	
4	2	0	5	1009	-1	2	60	5	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"범위증가"	
5	2	0	6	1001	-1	2	44	6	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"스킬데미지증가"	
6	2	0	7	1020	-1	2	66	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"무기공격력증가(%)"	
11	2	0	28	1024	-1	3	70	12	22	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독확률증가(1)"	
12	2	0	8	1028	-1	4	74	13	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독효과증가(1)"	
13	2	0	9	1032	-1	4	78	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독지속시간증가(1)"	
22	2	0	10	1040	-1	4	86	23	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"맹독업그레이드(중독)(1)"	
23	2	0	11	1036	-1	4	82	24	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"중독효과증가(1)"	
24	2	0	12	1045	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(1)"	
31	2	0	28	1025	-1	3	71	32	42	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결확률증가(1)"	
32	2	0	13	1029	-1	4	75	33	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결효과증가(1)"	
33	2	0	14	1033	-1	4	79	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결지속시간증가(1)"	
42	2	0	15	1041	-1	4	87	43	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"빙결업그레이드(동결)(1)"	
43	2	0	16	1037	-1	4	83	44	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"동결효과증가(1)"	
44	2	0	17	1067	-1	4	90	-1	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"디버프최대지속시간적용확률(2)"	
51	2	1	18	1046	-1	4	91	-1	-1	-1	-1	-1	1	20	10	-1	-1	1024	10	-1	-1	//	"맹독확률추가증가(2)"	
52	2	1	19	1050	-1	4	95	-1	-1	-1	-1	-1	1	20	10	-1	-1	1028	10	-1	-1	//	"맹독효과추가증가(2)"	
53	2	1	20	1054	-1	4	99	-1	-1	-1	-1	-1	1	20	10	-1	-1	1032	10	-1	-1	//	"맹독지속시간추가증가(2)"	
54	2	1	21	1062	-1	4	107	-1	-1	-1	-1	-1	1	20	10	-1	-1	1040	10	-1	-1	//	"맹독업그레이드(중독)(2)"	
55	2	1	22	1058	-1	4	103	-1	-1	-1	-1	-1	1	20	10	-1	-1	1036	10	-1	-1	//	"중독효과추가증가(2)"	
61	2	1	23	1047	-1	4	92	-1	-1	-1	-1	-1	1	20	10	-1	-1	1025	10	-1	-1	//	"빙결확률추가증가(2)"	
62	2	1	24	1051	-1	4	96	-1	-1	-1	-1	-1	1	20	10	-1	-1	1029	10	-1	-1	//	"빙결효과추가증가(2)"	
63	2	1	25	1055	-1	4	100	-1	-1	-1	-1	-1	1	20	10	-1	-1	1033	10	-1	-1	//	"빙결지속시간추가증가(2)"	
64	2	1	26	1063	-1	4	108	-1	-1	-1	-1	-1	1	20	10	-1	-1	1041	10	-1	-1	//	"빙결업그레이드(동결)(2)"	
65	2	1	27	1059	-1	4	104	-1	-1	-1	-1	-1	1	20	10	-1	-1	1037	10	-1	-1	//	"동결효과추가증가(2)"	
20	2	3	29	-1	-1	-1	-1	11	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	// 		
//Line No	Skill group	UI Group	둘중하나선택(임시)	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	Link Slot 2	Link Slot 3	Link Slot 4	Link Slot 5	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)			
//4P																								
0	3	2	0	1125	-1	1	139	1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"포이즌스톰"	
1	3	2	1	1129	-1	4	143	2	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"포이즌스톰 데미지 강화"	
2	3	2	2	1133	-1	4	147	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"포이즌스톰 효과강화"	
10	3	2	3	1126	-1	1	140	11	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"프로즌슬레어"	
11	3	2	4	1130	-1	4	144	12	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"프로즌슬레어 데미지 강화"	
12	3	2	5	1134	-1	4	148	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"프로즌슬레어 효과강화"	
20	3	2	6	1127	-1	1	141	21	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"블러딩히트"	
21	3	2	7	1131	-1	4	145	22	-1	-1	-1	-1	1	20	10	-1	-1	-1	-1	-1	-1	//	"블러딩히트 데미지 강화"	
22	3	2	8	1135	-1	4	149	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"블러딩히트 효과강화"	
30	3	2	9	1128	-1	1	142	31	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	//	"스턴붐"	
